customer_id,age,annual_income,months_active,avg_monthly_spend,purchase_frequency,avg_order_value,discount_usage_rate,return_rate,browsing_time_minutes,support_interactions,payment_method,region,customer_segment
1831,29,53901,43,312,6,45,0.4,0.3,27,0,Card,Urban,Loyal
48245,37,99390,51,281,1,126,0.5,0.2,46,1,Card,Rural,Occasional
22472,18,35257,23,170,3,38,0.3,0.1,,1,UPI,Rural,Occasional
7242,49,18593,59,136,2,54,0.4,0.2,29,0,Wallet,Urban,Regular
36486,23,28220,21,868,20,41,0.6,0.1,66,3,Wallet,Rural,Loyal
4729,21,59535,37,332,2,100,0.3,0.1,73,1,Card,Urban,Regular
45105,40,13085,52,49,7,6,0.2,0.4,73,,Wallet,Urban,Loyal
11857,55,49546,28,277,2,94,0.2,0.2,67,3,Wallet,Urban,High_Value
46500,44,52363,33,530,3,132,0.4,0.3,53,2,Card,Semi-Urban,Occasional
22386,19,84584,28,449,10,42,0.4,0.1,23,0,UPI,Urban,Regular
29350,24,18493,19,206,3,51,0.2,0.1,39,,UPI,Rural,Occasional
26726,42,40484,14,52,2,19,0.4,0.1,,2,Card,Semi-Urban,Occasional
35531,21,58872,17,,2,73,0.4,0.3,92,1,Card,Rural,Occasional
26110,19,17679,22,328,3,79,0.3,0.1,33,1,Card,Urban,Occasional
13963,69,32101,19,418,3,112,0.1,0,67,1,Card,Semi-Urban,Occasional
36560,42,8758,29,1126,8,132,0.6,0,21,1,UPI,Urban,Occasional
21232,55,53513,11,704,1,322,0.1,0,69,3,Card,Urban,Occasional
39642,55,24858,15,320,9,31,0.1,0.2,58,1,UPI,Urban,Regular
17244,51,61209,66,329,3,77,0.2,0.1,71,3,Card,Rural,Occasional
3922,20,39913,30,364,7,43,,0.2,133,1,Card,Semi-Urban,Occasional
30977,36,11605,48,166,4,32,0.6,0.2,16,5,Wallet,Rural,Occasional
43602,53,70266,66,,5,68,0.6,0.4,50,3,Wallet,Urban,Loyal
27105,23,79822,71,554,9,54,0.3,0.3,130,2,Card,Urban,High_Value
13167,33,37466,52,396,4,81,0.5,0.1,18,0,UPI,Semi-Urban,Occasional
49274,55,30462,45,165,5,28,0.3,0.1,54,1,Card,Urban,Loyal
36654,44,16939,20,156,1,92,0.2,,17,1,UPI,Urban,Occasional
31570,18,14436,24,278,1,133,0.2,0.2,17,1,Wallet,Semi-Urban,Occasional
46430,44,84892,55,201,12,16,0.4,0.2,42,0,Card,Semi-Urban,High_Value
27723,67,43834,8,108,1,60,0.2,0,20,1,Card,Semi-Urban,Occasional
1352,60,11761,50,350,5,54,0.1,0.4,6,3,Card,Urban,Loyal
24578,38,83827,3,213,5,35,0.1,0,12,3,UPI,Urban,Occasional
39150,48,17924,26,237,8,27,0.2,0.1,47,2,UPI,Semi-Urban,Regular
105,62,72746,63,82,5,15,0.3,0.1,73,2,Card,Semi-Urban,Loyal
47581,70,32187,34,1091,4,223,0.2,0.1,55,2,Card,Urban,Occasional
35522,18,32503,33,95,5,16,0.3,0,34,2,Card,Urban,Occasional
19017,33,28190,17,403,2,135,0.1,,48,0,Card,Urban,Occasional
4826,68,18728,63,392,1,232,0.1,0.2,14,1,Card,Urban,Occasional
42872,41,36387,46,159,1,79,0.4,0,63,1,UPI,Semi-Urban,Occasional
14831,63,39310,6,167,15,10,0.1,0.2,8,0,Card,Rural,Regular
10731,24,38027,6,299,3,72,0.2,0.3,72,2,Wallet,Urban,Occasional
35895,65,17083,65,170,6,26,,0.1,114,4,Wallet,Urban,Loyal
4973,45,19190,35,318,3,77,0.2,0.1,44,3,UPI,Semi-Urban,Occasional
25436,50,82126,57,219,7,28,0.2,0.3,60,1,Card,Urban,Loyal
24623,41,,56,184,4,37,0.1,0.1,37,0,UPI,Semi-Urban,Regular
49124,57,41416,28,114,12,9,0.2,0.1,63,0,Card,Urban,Loyal
26751,23,123045,21,932,,436,0.6,0.1,13,0,Wallet,Rural,Occasional
33344,69,66782,66,,6,72,0.2,0,80,2,Card,Semi-Urban,High_Value
21476,67,99679,25,177,8,19,0.3,0.1,117,2,UPI,Urban,Regular
1460,48,46275,39,110,2,33,0.2,0.1,51,0,Card,Rural,Occasional
18719,33,13902,7,912,5,146,0.2,0.3,56,2,Wallet,Urban,Occasional
46412,62,283855,9,346,7,45,0.2,0,11,3,Card,Urban,Occasional
5084,51,30924,44,195,8,21,0.2,0.2,31,4,Card,Semi-Urban,Loyal
15316,19,12395,14,122,6,17,0,0.1,51,2,UPI,Rural,Regular
23810,45,49681,65,303,2,117,0.3,0,90,0,Wallet,Urban,Regular
8576,43,70315,42,529,2,158,0.1,0,139,1,Card,Semi-Urban,Occasional
34110,54,61793,6,264,11,23,0.1,0.1,41,2,UPI,Urban,Regular
38322,46,55503,1,256,6,35,0.3,0.1,29,0,UPI,Urban,Regular
18364,18,45575,42,316,5,50,0.4,0.2,55,3,Card,Rural,Loyal
1495,52,14048,66,127,8,14,0.1,0.4,33,1,Wallet,Urban,Loyal
47254,61,54563,14,78,11,7,0.1,,80,2,Card,Semi-Urban,Loyal
44709,65,37174,69,1303,5,222,0.1,0.1,30,,Wallet,Urban,High_Value
39377,22,17280,58,298,2,86,0.5,0.3,48,0,Card,Semi-Urban,Occasional
14797,45,84389,45,145,5,24,0.2,0.1,66,1,Wallet,Semi-Urban,Loyal
4930,57,28266,55,186,7,22,0.6,0.1,,2,UPI,Urban,Loyal
16820,56,145974,45,145,3,39,0.5,0.1,22,1,Card,Rural,Occasional
27909,60,30551,43,154,2,54,0.3,0.1,42,4,UPI,Semi-Urban,Occasional
46983,37,16380,2,216,4,47,0.3,0.2,53,0,Card,Semi-Urban,Occasional
31153,21,70447,18,415,4,90,0.8,0.1,126,2,Wallet,Urban,Occasional
34439,66,51320,3,125,4,26,0.1,0.2,69,0,Card,Semi-Urban,Regular
16596,56,39048,33,388,13,28,0.4,0.3,70,0,Wallet,Urban,Loyal
38325,66,38192,67,401,4,86,0.3,0.1,25,1,Card,Semi-Urban,Occasional
5331,25,198869,61,,3,42,0.4,0.2,17,2,UPI,Semi-Urban,Occasional
17100,58,18658,41,1104,4,231,0.2,0.1,26,4,Wallet,Semi-Urban,Occasional
12069,52,,34,232,3,63,0.1,0,89,1,Card,Urban,Regular
28425,46,31628,25,260,3,71,0.1,0.2,59,0,Card,Rural,Occasional
16847,46,83105,51,279,11,24,0.2,0,19,3,UPI,Urban,High_Value
20358,35,35861,29,336,4,71,0.6,,47,,Card,Urban,Regular
30369,57,37970,18,104,7,13,0.2,,57,0,UPI,Urban,Loyal
5428,66,146194,72,418,3,96,0.1,0.4,36,3,Wallet,Semi-Urban,Occasional
42736,53,63673,34,350,7,46,,0.1,26,2,UPI,Rural,Regular
25903,69,17448,58,235,2,69,0.4,0.3,67,2,Card,Semi-Urban,Regular
39069,32,40464,49,106,4,22,0.3,0.1,61,0,Wallet,Urban,Regular
2319,18,21630,15,275,2,93,0.1,0.1,53,1,Wallet,Semi-Urban,Occasional
26915,68,64235,22,431,13,31,0.4,0,76,1,Card,Semi-Urban,Loyal
4985,64,31321,40,73,1,30,0.2,0,37,0,Card,Urban,Regular
43749,57,78979,64,268,3,74,0.3,0.1,34,,Card,Urban,Regular
997,66,,4,393,4,77,0.4,0,,2,Card,Rural,Occasional
33773,64,43666,28,423,7,54,0.3,0.1,44,1,Card,Urban,Regular
28382,52,29501,25,242,5,42,,0.2,117,2,UPI,Urban,Occasional
41995,22,26579,40,493,1,245,0.2,0.2,29,2,Card,Urban,Occasional
6038,50,37872,56,469,3,114,0.2,0.1,33,0,UPI,Urban,Regular
15253,65,50872,30,226,4,41,0.2,0.1,63,2,Card,Rural,Regular
4503,32,48519,62,90,8,11,0.3,0.1,38,2,UPI,Semi-Urban,Loyal
16256,25,12730,36,427,4,81,0.1,0.1,76,4,Card,Urban,Regular
19531,56,19764,37,264,7,34,0.2,0.3,24,2,Wallet,Urban,Loyal
20846,53,87609,29,417,5,64,0.3,0.3,60,1,Card,Rural,Regular
25725,46,53996,41,311,4,65,0.5,0.1,,3,Card,Rural,Regular
35453,53,34061,12,402,5,72,0.4,0.1,51,3,UPI,Semi-Urban,Occasional
23223,62,76206,23,494,2,158,0.2,0.2,39,4,UPI,Urban,Occasional
17485,49,68092,71,224,2,76,0.3,0.1,72,2,Card,Urban,Occasional
18397,58,62420,53,702,4,142,0,0.1,58,4,Card,Urban,Occasional
36816,64,30842,18,265,1,167,0.1,0.2,43,3,Card,Rural,Occasional
26574,51,43533,8,518,3,141,0.2,0,29,0,UPI,Urban,Occasional
3363,50,45667,60,404,9,40,0.7,0.1,13,2,Card,Rural,Loyal
30382,31,48135,11,135,1,60,0.6,0.2,42,2,Card,Urban,Occasional
31243,24,40234,18,325,9,32,0.3,0,43,1,Card,Urban,Regular
19571,64,20854,66,290,,78,0.6,0.3,76,2,Card,Semi-Urban,Occasional
45774,24,,28,247,7,30,0.1,0.1,84,0,Card,Urban,Regular
47316,32,49790,34,384,,34,0.4,0.1,42,2,Wallet,Urban,Regular
40418,20,15734,39,90,,10,0.1,0.1,112,1,Wallet,Urban,Loyal
31460,56,49902,11,288,6,42,0.5,0.3,17,3,Card,Semi-Urban,Occasional
9419,38,15232,12,247,5,40,0.2,0.1,43,4,Wallet,Rural,Regular
24706,53,29944,44,160,4,34,0.5,0,34,3,UPI,Semi-Urban,Occasional
26025,62,23011,6,436,8,51,0.3,0.2,47,2,Wallet,Urban,Occasional
16687,35,45819,55,,13,13,0.4,0,64,1,UPI,Semi-Urban,Loyal
18533,44,157221,41,175,5,29,0.1,0.2,19,,Card,Urban,Loyal
44072,64,23104,71,216,9,21,0,0.1,115,3,UPI,Rural,High_Value
22867,40,79863,34,280,16,16,0.1,0.2,82,1,UPI,Urban,Loyal
35678,49,33007,39,467,12,37,0.5,0,50,2,Card,Semi-Urban,High_Value
12072,38,59142,27,178,5,27,0.7,0,45,3,UPI,Urban,Regular
17548,39,51172,61,163,2,50,0.5,0.1,,0,UPI,Urban,Regular
33204,48,69614,50,121,6,17,0.4,0.5,77,,Wallet,Rural,Loyal
48598,53,30153,18,156,2,50,0.2,0.1,21,4,Card,Rural,Occasional
32108,25,45610,20,149,1,82,0.3,0,55,1,Card,Semi-Urban,Occasional
13631,19,41597,71,249,3,66,0.1,,37,3,Wallet,Urban,Occasional
9859,30,60037,27,115,2,41,0.1,0.4,127,1,Wallet,Semi-Urban,Occasional
7388,58,16595,44,249,15,16,0.2,0,108,3,UPI,Semi-Urban,High_Value
31718,26,64961,30,343,4,71,0.3,0.1,112,0,UPI,Urban,Regular
29865,46,,50,112,,19,0.4,0.2,116,0,Card,Semi-Urban,Loyal
35748,27,34306,71,413,3,117,0.2,0.3,,3,Card,Urban,Occasional
30884,18,42658,12,693,12,51,0.3,0.4,15,1,Card,Rural,Occasional
24955,43,49114,57,152,4,29,0.2,0.1,45,1,UPI,Urban,Loyal
25960,38,31354,43,164,,14,0.1,0.2,81,0,Wallet,Rural,Loyal
39837,37,16350,71,411,9,41,0.3,,12,1,Wallet,Rural,High_Value
3702,21,15828,13,291,6,43,0.2,,16,0,Wallet,Rural,Regular
46495,44,85706,36,679,3,165,0.2,0.1,19,0,UPI,Urban,Occasional
8216,40,45269,57,211,3,55,0.4,0.2,40,2,UPI,Urban,Regular
30439,20,67974,50,855,8,98,0.2,0.1,133,2,Card,Urban,Loyal
45776,34,17270,50,749,6,113,0.5,0.1,32,2,UPI,Rural,High_Value
31296,68,28669,16,585,2,177,0.4,0.1,108,1,UPI,Semi-Urban,Occasional
20124,43,29094,47,227,,90,0.3,0.3,91,1,Card,Urban,Regular
45875,27,67769,34,147,6,21,0.3,0.1,11,,Card,Semi-Urban,Regular
15528,28,,28,390,5,66,,0.1,32,1,UPI,Urban,Occasional
47451,19,34684,25,235,11,19,0.4,0,,1,Wallet,Urban,Loyal
10032,57,26508,57,386,6,58,0,0.1,45,3,Card,Semi-Urban,High_Value
49687,19,16731,6,456,4,85,0.3,0.2,69,,Wallet,Semi-Urban,Occasional
6637,43,26424,19,826,4,161,0.5,0.1,23,0,Card,Semi-Urban,Regular
49689,48,45269,37,167,2,55,0.1,0.1,130,1,UPI,Rural,Occasional
12136,34,13990,64,97,6,14,0.4,0.1,54,4,Card,Semi-Urban,Loyal
36477,61,14088,39,439,3,100,0.2,0.4,24,5,UPI,Rural,Occasional
24613,49,75663,18,469,6,68,0.3,0.1,36,2,UPI,Rural,Occasional
47041,36,47550,36,280,8,31,0.4,0.1,17,4,UPI,Urban,Regular
5310,60,28241,8,470,1,206,0.1,0,35,0,Wallet,Semi-Urban,Occasional
1104,32,51624,20,467,8,53,0.3,0,23,1,Wallet,Semi-Urban,Regular
21069,31,21018,42,202,7,25,0.1,0.2,,1,Card,Semi-Urban,Loyal
8556,45,58706,67,156,5,26,0.2,0.3,103,1,Wallet,Urban,Loyal
16799,70,9818,55,610,12,46,0.1,0.1,7,1,Card,Rural,High_Value
9899,64,10937,35,344,1,151,0.5,0.1,57,0,Card,Urban,Occasional
784,25,20517,61,215,2,63,0.4,0.1,50,1,UPI,Urban,Regular
16344,66,39837,11,208,3,51,0.5,0.2,67,0,UPI,Rural,Occasional
45583,31,56901,58,192,4,40,0.4,0.2,,0,UPI,Rural,Regular
2522,59,35013,67,186,3,41,0.5,0.1,24,1,Card,Urban,Regular
39515,56,106503,14,178,4,38,0.2,0,82,2,Card,Urban,Regular
45316,69,30091,17,709,8,81,,0.2,176,0,Card,Urban,Regular
36516,50,,66,173,9,17,0.3,0.1,26,0,Card,Urban,High_Value
45881,62,19125,7,237,3,65,0.2,0,118,1,UPI,Urban,Occasional
31267,53,,57,199,10,19,0.3,0.1,52,1,Wallet,Urban,High_Value
9779,18,88423,70,261,5,43,,0.2,35,2,UPI,Urban,Loyal
2933,19,,26,451,5,81,0.2,0.3,72,1,Card,Urban,Occasional
7621,25,21875,36,272,5,42,0.3,0.2,7,3,Card,Urban,Regular
18696,31,,15,517,2,158,0.4,0.1,26,2,Wallet,Urban,Occasional
19528,57,50664,36,241,3,54,0.2,0.1,43,0,Card,Semi-Urban,Occasional
14943,49,51579,49,318,8,35,0.6,0.1,39,0,Card,Urban,Loyal
18043,45,13124,60,127,5,21,0.4,0.2,,1,Card,Rural,Loyal
10433,69,,50,281,11,23,0.3,0.2,81,4,UPI,Rural,Loyal
6463,27,28486,29,454,2,153,0.6,0.2,27,3,UPI,Semi-Urban,Occasional
1256,25,,33,459,6,69,0.2,0.1,28,0,UPI,Urban,Regular
41538,33,37395,56,292,3,75,0.5,0.3,60,1,Wallet,Rural,Occasional
43215,68,32233,37,319,3,78,0.3,0.3,,1,Card,Urban,Occasional
34201,42,62019,19,549,4,118,,0.3,171,1,Card,Urban,Occasional
2281,27,53200,39,448,6,64,0.2,0,65,4,Card,Rural,Loyal
13755,46,,47,186,1,98,0.3,0.1,,3,Card,Urban,Regular
21533,65,55870,33,304,6,47,0,0.2,126,3,Card,Rural,Regular
39656,28,24712,32,537,5,88,0.1,0.1,20,3,UPI,Semi-Urban,Occasional
47536,42,36214,6,297,5,49,0.4,0.5,81,0,UPI,Semi-Urban,Occasional
30763,61,31741,30,501,1,218,0.2,0.1,,1,Card,Semi-Urban,Occasional
27295,70,47058,36,143,7,18,0.2,0.2,42,3,Card,Semi-Urban,Loyal
23081,27,34413,36,371,3,101,0.2,0.1,116,1,Wallet,Rural,Occasional
39745,29,47806,23,384,4,83,0.2,0.2,2,3,Card,Semi-Urban,Occasional
32386,56,121618,24,109,2,33,0.4,0.2,,,Wallet,Urban,Regular
48071,46,,18,278,,63,0.4,0.2,72,1,Wallet,Urban,Occasional
27147,18,21716,28,290,8,33,0.3,0.2,100,0,Wallet,Rural,Occasional
11685,55,19174,51,139,4,28,0.5,0.1,28,2,Card,Rural,Regular
31932,50,,43,,6,51,0.5,0.2,,0,UPI,Urban,Loyal
11046,60,30138,10,405,2,121,0,0,13,0,Card,Urban,Occasional
41700,44,22566,3,288,7,37,0.3,0.1,50,1,Wallet,Rural,Regular
43280,24,46702,15,294,3,66,0.4,0.2,64,1,Wallet,Urban,Regular
26234,61,50264,10,87,5,14,0.3,0,36,,Wallet,Rural,Occasional
11599,31,7564,57,146,2,43,0.2,0.2,33,1,UPI,Urban,Regular
9346,52,53970,63,302,6,42,0.1,0.2,56,1,Card,Urban,Loyal
19880,44,50629,28,541,4,108,0.3,0.3,168,,Wallet,Rural,Occasional
36625,63,129007,53,724,3,178,0.2,0.1,75,1,Card,Semi-Urban,Occasional
27004,39,,32,419,4,80,0.2,0.1,68,2,Card,Urban,Regular
33772,34,37848,62,463,5,72,0.4,0.2,92,1,UPI,Semi-Urban,High_Value
17229,63,21901,49,467,15,30,0.5,,176,1,UPI,Urban,High_Value
49100,43,,36,,1,223,,0.1,124,1,Wallet,Urban,Occasional
40901,48,109342,62,409,8,48,0.2,0.2,4,2,Card,Semi-Urban,High_Value
29759,61,70927,2,,3,34,,0.2,73,2,Card,Semi-Urban,Occasional
39559,47,92047,22,307,12,23,0.1,0.2,22,1,UPI,Semi-Urban,Regular
17648,22,59464,62,380,5,61,0.2,0,,1,Card,Semi-Urban,Loyal
30926,68,25351,11,626,6,94,0.3,0,30,3,Wallet,Semi-Urban,Occasional
48340,29,18733,34,436,7,51,0.2,0.1,50,3,Wallet,Semi-Urban,Regular
8623,21,40042,54,,,53,0.5,0,37,1,Wallet,Semi-Urban,Regular
1331,26,101823,69,507,2,191,0.2,0,44,1,Card,Semi-Urban,Occasional
32290,28,77565,27,332,6,49,0.2,0,35,4,Card,Urban,Occasional
9513,22,44892,8,342,2,102,0.1,0.1,114,2,Card,Urban,Regular
30357,56,21918,50,370,3,97,0.2,0.2,46,2,Card,Urban,Regular
24707,47,85791,26,242,4,51,0.6,0.2,49,1,UPI,Urban,Occasional
7546,64,13720,39,381,,81,0.5,0.1,64,3,Wallet,Urban,Occasional
45988,63,33392,36,106,3,24,0.1,0.1,7,0,Card,Urban,Regular
41543,68,25746,61,196,6,27,0.4,0.2,90,1,UPI,Rural,Loyal
752,23,18953,15,174,13,13,0.6,0.1,97,1,Card,Semi-Urban,Regular
42994,47,27975,37,287,,44,0.4,0.4,124,2,Card,Urban,Loyal
25513,61,15849,25,652,5,116,,0.1,47,0,Wallet,Urban,High_Value
34066,44,23553,44,276,2,80,0.2,,108,0,Card,Urban,Occasional
33975,25,,36,214,1,126,0.4,0.1,76,2,Card,Urban,Occasional
15932,30,43114,37,412,5,68,0.1,0.5,83,2,UPI,Rural,Loyal
48754,56,21050,54,152,8,17,0.4,0.2,183,3,Wallet,Urban,Loyal
15569,48,,46,614,4,135,0.6,0.3,29,1,Card,Urban,Regular
31841,48,32347,3,647,3,174,0.5,0.1,30,0,Card,Urban,Occasional
45802,57,29076,54,246,6,36,0.1,0,102,1,Card,Semi-Urban,Regular
21839,41,52511,54,267,8,30,0.4,0,37,0,UPI,Urban,Loyal
37433,19,18419,40,286,4,53,,0,39,4,Wallet,Rural,Loyal
14919,19,69700,45,219,2,83,,0.2,,2,Card,Urban,Occasional
37499,49,24791,67,175,13,13,0.3,0.3,80,0,Card,Urban,High_Value
11776,38,66979,18,525,5,94,0.1,0.1,74,0,Card,Rural,Occasional
5576,46,56790,38,306,2,88,0.5,0.1,50,0,UPI,Semi-Urban,Occasional
26891,26,,23,113,2,35,0.4,0.3,43,1,Card,Rural,Occasional
16137,37,27365,29,522,4,98,0.3,0.3,113,4,Card,Semi-Urban,Occasional
34789,55,42211,46,121,12,9,0.3,0.1,5,1,UPI,Urban,Loyal
44361,38,,41,322,9,33,0.1,0.3,38,0,Card,Urban,Loyal
7932,24,43907,34,106,10,10,0.4,0.1,43,0,UPI,Urban,Regular
7477,37,127846,17,110,5,19,0.2,0,28,4,Card,Urban,Occasional
45681,55,40774,28,122,2,40,0.3,0.3,11,5,Card,Semi-Urban,High_Value
38654,55,34793,6,854,2,265,0.3,0.3,166,1,Card,Urban,Occasional
19771,66,80417,10,157,8,18,0.2,0.1,58,1,Card,Urban,Regular
10502,52,23889,28,134,10,13,0.2,0.1,12,1,Card,Urban,Regular
12601,58,,35,136,4,28,0.3,,37,1,Wallet,Semi-Urban,Occasional
40176,28,23570,66,592,5,95,0.2,0.1,25,2,Wallet,Urban,High_Value
13022,33,15548,43,529,2,188,0.2,0.3,47,1,Card,Semi-Urban,Occasional
43613,57,31397,58,82,6,12,0.4,0.2,36,3,UPI,Rural,Loyal
25846,62,37653,60,162,3,41,0.1,0.1,97,3,UPI,Urban,Regular
43764,60,24410,3,106,9,11,0.6,0.2,18,1,Wallet,Semi-Urban,Regular
46152,50,16548,18,273,4,57,0.5,0.1,57,0,Wallet,Rural,Occasional
13209,49,16492,67,282,3,77,0.3,0.2,33,3,Card,Rural,Occasional
1661,40,40092,34,445,4,82,0.6,0,34,3,Card,Rural,Occasional
29650,48,10257,61,249,10,22,0.1,0.3,50,1,Card,Urban,Loyal
8120,46,,22,198,6,27,,0.1,27,0,UPI,Semi-Urban,Loyal
49090,23,25021,21,306,2,109,,0,51,2,UPI,Urban,Occasional
29555,46,44743,57,319,7,42,0.3,0,115,2,UPI,Semi-Urban,Occasional
3849,35,39385,57,460,7,57,0.1,0.4,190,0,Card,Urban,High_Value
22597,43,90575,12,159,9,16,0,0.2,35,3,Card,Urban,Occasional
34782,52,44273,63,775,6,110,0.2,0.1,42,1,UPI,Rural,High_Value
8986,60,46218,34,597,4,111,0.4,0.1,54,3,Wallet,Urban,Occasional
4946,39,18351,32,183,1,109,0.4,0.1,,1,Card,Urban,Regular
4267,39,31838,16,249,4,54,0.3,0.1,56,0,Card,Urban,Occasional
29594,41,20153,44,354,1,165,0.4,0.2,49,0,Wallet,Urban,Occasional
18672,57,40394,8,333,9,34,0.2,0,13,1,Wallet,Semi-Urban,Occasional
13835,25,55043,53,335,2,99,0.1,0.2,42,2,Wallet,Rural,Occasional
16937,45,32991,50,217,1,93,0,0.3,44,2,Card,Semi-Urban,Regular
6128,36,81244,3,185,1,97,0.2,0,52,1,UPI,Urban,Regular
7865,51,58611,71,278,7,36,0.2,0.4,17,2,Card,Semi-Urban,Loyal
16368,42,12795,57,112,8,12,0.5,0.1,126,3,Card,Semi-Urban,Loyal
3688,63,62261,67,90,3,23,0.5,0.3,89,2,Card,Urban,Regular
22042,66,25226,67,265,2,104,,0.1,47,3,Card,Semi-Urban,Occasional
24693,32,40980,67,,5,21,0.2,,52,2,UPI,Urban,Loyal
39425,53,19973,12,326,7,41,0.5,0.1,80,0,Card,Urban,Regular
20179,47,24610,46,287,5,51,0.1,0.3,40,0,UPI,Rural,Loyal
24548,68,36924,47,333,1,217,0.2,0,36,2,Wallet,Semi-Urban,Occasional
24054,18,,66,458,2,168,0.2,0.4,51,3,Card,Urban,Occasional
33887,50,23025,35,532,9,51,0.1,0.1,,5,Card,Urban,Loyal
31186,25,75225,61,519,1,233,0.4,0.2,73,4,Card,Urban,Occasional
10261,57,22619,11,408,3,99,0.3,0,82,1,UPI,Semi-Urban,Occasional
13493,34,80115,46,670,1,331,0.2,0.2,56,3,UPI,Urban,Occasional
3048,38,66246,44,298,5,54,0.2,0.2,23,2,Card,Semi-Urban,Loyal
25544,62,17335,57,323,2,95,0.1,0.1,22,1,UPI,Semi-Urban,Occasional
19698,41,31379,54,116,3,31,0.3,0.3,74,2,UPI,Urban,Regular
26226,61,34882,20,778,4,155,0.5,0.1,38,1,Card,Semi-Urban,Occasional
12608,47,28697,70,235,4,43,0.3,0.1,36,2,UPI,Urban,Loyal
29907,23,25186,6,361,1,168,0.1,0,109,0,Card,Urban,Occasional
38764,27,9977,45,467,4,103,0.4,0,16,0,Wallet,Urban,Regular
5017,37,70458,63,217,3,56,0.1,,36,1,UPI,Rural,Occasional
2372,47,,7,137,2,47,0.5,,,2,UPI,Rural,Occasional
30158,50,90746,20,376,2,112,0.2,0.6,24,1,Card,Urban,Occasional
16222,34,16607,70,408,3,97,0.1,0.1,,2,Card,Urban,Occasional
30890,47,66659,55,,6,28,0.5,0.2,32,2,Card,Urban,Loyal
14118,48,34753,60,591,0,397,0.1,0,49,,Card,Urban,Occasional
48701,25,114096,38,693,5,124,0.1,0.2,52,3,Card,Urban,High_Value
9709,30,,66,385,13,27,0.6,0.3,138,2,UPI,Semi-Urban,High_Value
10889,23,47776,53,403,5,69,0.2,0.1,89,2,Wallet,Rural,Loyal
38795,68,42457,53,270,4,51,0.6,0.1,96,1,UPI,Urban,Loyal
12149,39,49929,38,369,1,223,0.3,,47,2,Card,Semi-Urban,Occasional
46104,44,24195,32,1097,11,95,0.2,0.2,40,3,Wallet,Urban,Occasional
8068,26,13747,35,324,3,77,0.1,0.1,15,2,Card,Urban,Occasional
23057,44,66957,30,610,0,411,0.2,0,91,2,Card,Urban,Occasional
37512,20,23996,35,328,5,57,0.3,0.2,19,,Card,Urban,Regular
48881,43,19382,24,155,4,33,0.3,0.1,73,0,Wallet,Rural,Occasional
36006,35,88838,11,209,1,109,0.2,0.1,157,0,Wallet,Urban,Occasional
14918,23,19885,64,323,3,77,0.1,0.2,59,1,Card,Rural,Occasional
49639,70,33271,52,295,4,65,0.6,0,49,2,Wallet,Urban,Regular
24560,39,22597,8,131,4,29,0.5,0.1,67,2,UPI,Urban,Occasional
26955,60,41179,1,118,,15,0.5,0.2,198,1,Card,Semi-Urban,Regular
128,26,23707,58,,5,128,,0.5,111,1,UPI,Rural,High_Value
24191,67,8897,8,549,16,33,0.5,0.1,4,2,Card,Rural,Occasional
34012,24,31676,47,659,6,96,0.1,0.1,38,1,Card,Semi-Urban,High_Value
24268,18,9503,70,357,5,59,0.2,0.2,109,0,Card,Urban,Loyal
32136,51,,40,626,1,296,0.2,0.1,,2,UPI,Urban,Occasional
40664,54,,35,57,9,6,0.2,0.4,45,2,Card,Urban,Regular
40583,45,39887,9,685,3,156,0.5,0.1,96,2,Card,Urban,Occasional
43913,19,55351,31,508,6,68,0.4,0.2,152,1,Card,Urban,Occasional
6658,36,,60,223,14,15,0.1,0.2,77,1,UPI,Urban,High_Value
10360,63,31626,43,820,10,73,0.4,0.4,129,1,UPI,Urban,High_Value
45652,67,53962,9,373,,76,0.1,0.2,138,1,UPI,Semi-Urban,Occasional
14880,19,35509,42,519,13,38,0.2,0.3,,1,Card,Urban,High_Value
40883,55,11190,9,722,6,99,0.1,0.1,112,0,UPI,Urban,Occasional
23298,25,76219,56,565,2,218,0.4,0.1,19,0,Card,Rural,Occasional
4350,38,54577,47,225,6,32,0.1,0.1,17,2,Wallet,Urban,Loyal
43848,55,21739,68,357,5,64,0.5,0.3,36,2,Wallet,Semi-Urban,Loyal
35749,28,44594,23,382,4,80,0.2,0,78,1,Wallet,Rural,Occasional
32786,50,24179,51,330,9,33,0.1,0.1,72,3,Card,Urban,High_Value
29866,27,,6,,4,25,,0.2,78,1,Wallet,Semi-Urban,Regular
842,58,26517,25,215,7,27,0.4,0.2,62,0,Card,Urban,Regular
27651,46,33554,36,149,3,38,0.7,0.1,44,0,UPI,Urban,Occasional
46741,20,18227,9,299,5,46,0.1,0.1,89,2,Card,Semi-Urban,Occasional
4978,65,61069,43,308,,68,0.1,0.4,44,2,Card,Semi-Urban,Occasional
4566,32,20449,64,262,4,51,0.3,0.2,18,2,Card,Semi-Urban,Occasional
40806,34,13608,2,113,9,11,0.3,0.2,83,2,Card,Semi-Urban,Regular
35732,29,24984,24,315,2,92,0.5,0.2,50,2,Wallet,Urban,Regular
37872,36,40581,21,217,5,36,0.1,0.2,149,5,Card,Semi-Urban,Regular
25636,66,84094,71,,,86,0.2,0,86,0,UPI,Semi-Urban,Loyal
45051,38,17325,68,552,1,315,0.2,0.3,46,4,Card,Rural,Occasional
13145,25,30116,63,168,4,34,0.1,0,,0,Card,Urban,Loyal
